Duration,Accuracy,Sample_Mean_loss
103237,0.24234,2.22812
203371,0.26744,2.1509
301587,0.29938,1.99032
398732,0.33284,1.83645
501179,0.3855,1.70872
597052,0.42434,1.59971
693667,0.452,1.52066
796129,0.48048,1.44696
898691,0.50634,1.38638
994193,0.53046,1.32187
1092676,0.54934,1.27136
1189309,0.56498,1.22396
1296498,0.585,1.18008
1391135,0.59786,1.14123
1483433,0.60932,1.10755
