Duration,Accuracy,Sample_Mean_loss
109232,0.22178,2.24175
209881,0.26614,2.14007
308066,0.3033,1.97585
407017,0.33596,1.82804
506454,0.39204,1.70047
605234,0.42518,1.59477
701140,0.4536,1.51911
802553,0.48504,1.43638
905379,0.50916,1.37476
1000600,0.53198,1.3167
1101501,0.553,1.26115
1199624,0.56704,1.2209
1303327,0.58154,1.17961
1397933,0.5986,1.13798
1486839,0.61434,1.0987
