Duration,Accuracy,Sample_Mean_loss
97694,0.21832,2.24917
200838,0.2577,2.15847
296498,0.29744,2.00258
395651,0.33176,1.84737
497978,0.38446,1.71265
593861,0.42072,1.61202
691366,0.45472,1.5188
794070,0.47918,1.45538
895009,0.50636,1.37924
992088,0.52868,1.3235
1091235,0.5473,1.2743
1187689,0.56742,1.22094
1292202,0.58142,1.18719
1388667,0.59602,1.14457
1479605,0.60862,1.11141
