Duration,Accuracy,Sample_Mean_loss
71284,0.21234,2.24065
143806,0.30002,2.0443
216516,0.3401,1.86517
289247,0.3863,1.73262
361702,0.42232,1.62592
434612,0.45086,1.53797
507594,0.47822,1.46788
580284,0.50286,1.40186
652409,0.52708,1.34288
725019,0.54228,1.2987
797784,0.55638,1.2524
870645,0.57338,1.20988
943789,0.58796,1.17092
1016275,0.60278,1.13631
1088605,0.61238,1.10766
