Duration,Accuracy,Sample_Mean_loss
101539,0.24518,2.24459
201759,0.28038,2.15689
298742,0.29974,1.99542
397834,0.33342,1.84548
500019,0.38314,1.71524
595764,0.42032,1.60426
692365,0.45074,1.52418
794301,0.47726,1.4567
897126,0.50722,1.38154
993249,0.52918,1.32208
1091837,0.54726,1.27273
1189843,0.56906,1.21673
1293720,0.58324,1.18071
1389827,0.59518,1.14554
1482037,0.6085,1.1138
