Duration,Accuracy,Sample_Mean_loss
50288,0.23594,2.22628
98349,0.318,2.0498
147847,0.35792,1.86969
196007,0.39576,1.73584
244836,0.42688,1.61754
293212,0.4505,1.54252
342934,0.47698,1.46433
391548,0.49792,1.41218
440068,0.51854,1.36035
488147,0.53758,1.3118
536894,0.55504,1.26404
584816,0.5708,1.22206
633477,0.58452,1.18425
684973,0.59172,1.15732
735603,0.6053,1.12088
