Duration,Accuracy,Sample_Mean_loss
123175,0.22422,2.26945
236272,0.29872,2.1194
353066,0.31614,1.92556
462303,0.36764,1.77878
575200,0.41282,1.65277
682979,0.44432,1.55622
794870,0.4736,1.47219
901612,0.50114,1.3959
1015800,0.52258,1.34095
1124790,0.5464,1.2827
1236394,0.56644,1.22831
1344445,0.57838,1.18575
1450164,0.59558,1.13871
1552763,0.60802,1.10633
1651760,0.6251,1.06613
