Duration,Accuracy,Sample_Mean_loss
105208,0.2332,2.23775
207258,0.26706,2.14233
305472,0.30036,1.98046
404576,0.33428,1.83325
503636,0.38838,1.70557
600529,0.42454,1.60009
696271,0.4548,1.51533
799184,0.4779,1.44835
903001,0.50982,1.37718
997722,0.5281,1.32269
1099165,0.55142,1.26217
1194963,0.56708,1.22156
1300120,0.5818,1.1852
1393909,0.59766,1.14265
1485500,0.6076,1.11024
