Duration,Accuracy,Sample_Mean_loss
118899,0.22056,2.26828
231151,0.2956,2.12705
348930,0.3151,1.932
457766,0.36406,1.78346
571215,0.41084,1.65954
678827,0.44592,1.55788
790629,0.47262,1.47298
897382,0.50226,1.40069
1011547,0.52266,1.33969
1120249,0.54518,1.28162
1232496,0.56446,1.23256
1340175,0.58244,1.18405
1446468,0.59618,1.14361
1548255,0.61142,1.1052
1649536,0.62606,1.06463
