Duration,Accuracy,Sample_Mean_loss
176899,0.22122,2.25022
352315,0.2795,2.08036
525286,0.3144,1.9142
695386,0.36126,1.78521
866463,0.40424,1.67035
1037267,0.43666,1.57097
1206973,0.47096,1.48418
1378999,0.501,1.41077
1548785,0.52572,1.33865
1717287,0.54916,1.28408
1888308,0.56402,1.23359
2053538,0.5817,1.19168
2218671,0.59664,1.14643
2386592,0.61136,1.10679
2554342,0.62226,1.07395
