Duration,Accuracy,Sample_Mean_loss
72650,0.21358,2.24061
145181,0.30228,2.03908
217857,0.33886,1.86201
290567,0.38448,1.73738
363021,0.42208,1.62904
435921,0.45184,1.53407
508990,0.47914,1.46242
581532,0.50344,1.40522
653770,0.52232,1.34967
726333,0.5442,1.29141
799028,0.56066,1.24843
872151,0.57422,1.20948
945039,0.59012,1.1718
1017554,0.60056,1.13538
1089778,0.61116,1.10683
