Duration,Accuracy,Sample_Mean_loss
44565,0.2258,2.22759
89155,0.31866,2.04145
133429,0.35718,1.88001
177612,0.39266,1.74264
221715,0.42698,1.63962
266029,0.45704,1.55146
310473,0.48078,1.4736
354568,0.50108,1.41649
398749,0.51856,1.36795
443207,0.53718,1.32145
487550,0.55198,1.28356
531972,0.56512,1.242
576249,0.5792,1.20723
620649,0.58758,1.18096
664910,0.59582,1.15545
